company,car type,year,engine volume,km,hand,gear box,color,current owner,price,gas,horse power
קיה,פיקנטו,2020,1248,68225,1,אוטומטית,כסוף כהה,חברה,78842,בנזין,84
שברולט,מאליבו,2016,1998,141555,2,אוטומטית,כסף מטלי,-,49900,בנזין,259
ג'יפ,קומפאס,2018,1368,90500,1,אוטומטית,לבן,-,110000,בנזין,170
ניסאן,קשקאי,2019,1461,89000,2,אוטומטית,שנהב לבן,פרטי,89000,דיזל,115
מיצובישי,אאוטלנדר,2020,1998,55120,1,אוטומטית,שחור,-,132535,בנזין,150
סוזוקי,SX4,2011,1586,188000,1,אוטומטית,שחור,-,28000,בנזין,119
מאזדה,3,2019,1998,113919,1,אוטומטית,שנהב לבן,השכרה,95500,בנזין,165
סקודה,סופרב,2018,1395,127000,2,אוטומטית,שחור מטלי,-,115000,בנזין,150
פורד,מוסטנג,2021,2261,37000,3,אוטומטית,שנהב לבן,פרטי,265000,בנזין,310
ג'יפ,גרנד שירוקי,2022,3604,4213,1,אוטומטית,לבן,-,304900,בנזין,286
טויוטה,קורולה,2019,1798,103141,1,אוטומטית,שנהב לבן,ליסינג,99323,בנזין,98
סיטרואן,C5 איירקרוס,2019,1598,118164,1,אוטומטית,לבן,-,101435,בנזין,180
סיאט,ארונה,2020,999,106000,1,אוטומטית,כסף מטלי,פרטי,89000,בנזין,115
סקודה,אוקטביה,2019,1498,60400,1,אוטומטית,קפה מטאלי,ליסינג,100100,בנזין,150
מרצדס,GLE ‏COUPE,2023,2925,0,1,אוטומטית,כסף מטלי,חברה,699900,דיזל,330
מרצדס,A-Class,2019,1333,81000,3,אוטומטית,שנהב לבן,פרטי,174900,בנזין,163
שברולט,ספארק,2016,1399,133000,1,אוטומטית,אדום זוהר,חברה,53900,בנזין,98
קיה,נירו,2019,1580,112450,1,אוטומטית,טורקיז,חברה,115019,בנזין,141
סיטרואן,ספייסטורר,2020,1199,105733,1,אוטומטית,אפור פלדה,-,113916,בנזין,130
סקודה,קודיאק,2020,1498,90042,1,אוטומטית,שחור מטלי,חברה,159892,בנזין,150
יונדאי,איוניק,2020,1580,124582,1,אוטומטית,שנהב לבן,ליסינג,96800,בנזין,141
לנד רובר,איווק,2023,1498,0,1,אוטומטית,שחור מטלי,חברה,369900,בנזין,160
אופל,INSIGNIA,2019,1998,107800,1,אוטומטית,אפור מטל,ליסינג,96595,בנזין,260
יונדאי,I10,2020,1197,66340,1,אוטומטית,כסף,ליסינג,65882,בנזין,84
סובארו,XV,2020,1600,121853,1,אוטומטית,שנהב לבן,ליסינג,107881,בנזין,114
טויוטה,קורולה,2019,1798,112597,1,אוטומטית,שנהב לבן,ליסינג,104215,בנזין,98
מרצדס,GLA,2023,1332,0,1,אוטומטית,שחור,חברה,279900,בנזין,136
יונדאי,איוניק,2020,1580,94395,1,אוטומטית,שנהב לבן,חברה,123670,בנזין,141
סקודה,אוקטביה,2019,1498,78009,1,אוטומטית,אפור מטל,-,93700,בנזין,150
מיצובישי,אאוטלנדר,2018,1998,118707,1,אוטומטית,אדום,ליסינג,116308,בנזין,150
אאודי,A5,2023,1984,0,1,אוטומטית,שנהב לבן,פרטי,386983,בנזין,150
פיג'ו,3008,2018,1560,106000,1,אוטומטית,לבן,חברה,97900,דיזל,120
סקודה,קודיאק,2019,1498,60681,1,אוטומטית,אפור מטל,ליסינג,132400,בנזין,150
ניסאן,קשקאי,2019,1598,69776,2,אוטומטית,כסף מטלי,חברה,90000,דיזל,130
אאודי,A6,2022,2995,6800,1,אוטומטית,שנהב לבן,חברה,500000,בנזין,340
ניסאן,אקס טרייל,2017,1598,75800,1,אוטומטית,שנהב לבן,חברה,115494,דיזל,130
סיאט,לאון,2019,1498,134734,1,אוטומטית,שחור מטלי,ליסינג,82500,בנזין,150
קיה,ספורטאז,2020,1598,64264,1,אוטומטית,שנהב לבן,ליסינג,115600,דיזל,136
סקודה,קודיאק,2019,1984,124401,1,אוטומטית,אפור כהה,-,158600,בנזין,190
לנד רובר,ריינג׳ רובר ספורט,2016,2993,158000,6,אוטומטית,אפור,-,299900,דיזל,258
יונדאי,אקסנט,2020,1368,64853,1,אוטומטית,כסף,השכרה,85605,בנזין,100
רנו,קנגו,2020,1461,96634,1,ידנית,לבן,-,75523,דיזל,95
מרצדס,CLA,2022,1332,22000,2,אוטומטית,שחור,-,279900,בנזין,136
קיה,פיקנטו,2019,1248,26000,1,אוטומטית,שחור,חברה,71000,בנזין,84
יונדאי,אלנטרה,2020,1591,91002,1,אוטומטית,כסף,ליסינג,92500,בנזין,127
אאודי,A3,2023,1498,0,1,אוטומטית,שחור,פרטי,223010,בנזין,150
מאזדה,CX-5,2019,1998,101634,1,אוטומטית,שחור,ליסינג,121733,בנזין,165
פיג'ו,3008,2018,1598,108000,1,אוטומטית,שחור,-,108000,בנזין,165
אאודי,Q3,2023,1498,0,1,אוטומטית,לבן,חברה,300302,בנזין,150
סקודה,אוקטביה,2019,1498,69546,1,אוטומטית,אפור מטל,-,96200,בנזין,150
מיצובישי,אאוטלנדר,2019,1998,84570,1,אוטומטית,אפור,ליסינג,124807,בנזין,150
פיג'ו,208,2020,1199,60590,1,אוטומטית,שנהב לבן,ליסינג,70001,בנזין,110
סקודה,קודיאק,2018,1395,70000,2,אוטומטית,אפור מטל,פרטי,147000,בנזין,150
טויוטה,קורולה,2019,1798,122365,1,אוטומטית,תכלת מטאלי,ליסינג,88400,בנזין,98
סיאט,אטקה,2020,1498,101730,1,אוטומטית,שחור,ליסינג,104647,בנזין,150
יונדאי,טוסון,2019,1999,115132,1,אוטומטית,בז מטאלי,ליסינג,125884,בנזין,155
ב מ וו,X6,2022,2998,25000,2,אוטומטית,שנהב לבן,פרטי,615000,בנזין,335
מרצדס,CLA,2023,1332,0,1,אוטומטית,שנהב לבן,חברה,285000,בנזין,136
סיאט,ארונה,2018,999,116000,1,אוטומטית,שנהב לבן,חברה,79900,בנזין,115
יונדאי,I20,2019,998,110184,1,אוטומטית,לבן,-,64600,בנזין,100
קיה,אקס סיד,2021,1353,9000,1,אוטומטית,כסף מטלי,חברה,123000,בנזין,140
פיג'ו,3008,2021,1598,21715,1,אוטומטית,שנהב לבן,חברה,174195,בנזין,180
סוזוקי,ויטרה,2020,998,55055,1,אוטומטית,שחור מטלי,-,103900,בנזין,112
ניסאן,אקס טרייל,2016,1598,131000,1,אוטומטית,שנהב לבן,חברה,104500,דיזל,130
מיני,JOHN ‏COOPER,2019,1998,58000,3,אוטומטית,כסוף בהיר,-,165000,בנזין,231
יונדאי,אקסנט,2020,1368,120850,1,אוטומטית,אפור מטל,-,80033,בנזין,100
רנו,מגאן,2020,1461,67998,1,אוטומטית,שחור מטלי,ליסינג,90200,דיזל,116
מקסוס,איוניק 6,2022,0,11000,2,אוטומטית,שנהב לבן,חברה,206500,חשמל,174
יונדאי,טוסון,2020,1999,43000,1,אוטומטית,אפור,פרטי,124000,בנזין,155
פולקסווגן,טיגואן,2019,1984,31000,1,אוטומטית,שנהב לבן,פרטי,165500,בנזין,190
קיה,פיקנטו,2020,1248,56275,1,אוטומטית,כסף,ליסינג,70299,בנזין,84
קיה,פיקנטו,2019,1248,27600,2,אוטומטית,לבן,-,76900,בנזין,84
טויוטה,קורולה,2020,1798,67999,1,אוטומטית,שנהב לבן,ליסינג,108800,בנזין,98
סקודה,קארוק,2019,999,83000,1,אוטומטית,כחול פחם מטלי,חברה,112500,בנזין,115
פורשה,קאיין,2020,2995,60000,1,אוטומטית,שחור,חברה,499000,בנזין,340
יונדאי,איוניק,2020,1580,121170,1,אוטומטית,אפור,-,96800,בנזין,141
שברולט,אקווינוקס,2021,1490,25000,1,אוטומטית,שחור,-,139900,בנזין,170
טויוטה,C-HR,2019,1798,62000,2,אוטומטית,אפור מטל,פרטי,124900,בנזין,122
פיג'ו,3008,2018,1598,49733,1,אוטומטית,אפור,חברה,127823,בנזין,165
מיצובישי,אאוטלנדר,2020,1998,115424,1,אוטומטית,כסף מטלי,ליסינג,123898,בנזין,150
ניסאן,קשקאי,2019,1461,48520,2,אוטומטית,שחור מטלי,חברה,115870,דיזל,115
מרצדס,EQA,2023,0,0,1,אוטומטית,שחור,חברה,345000,חשמל,190
שברולט,מאליבו,2017,1490,33000,1,אוטומטית,שנהב לבן,פרטי,77500,בנזין,160
סקודה,קודיאק,2018,1968,90000,1,אוטומטית,אפור מטל,-,156000,דיזל,150
אאודי,A3,2021,1498,25238,1,אוטומטית,שחור,ליסינג,153115,בנזין,150
טויוטה,קורולה,2020,1598,62335,1,אוטומטית,תכלת מטאלי,ליסינג,95900,בנזין,132
סקודה,קודיאק,2018,1395,135000,1,אוטומטית,אפור כהה,-,125000,בנזין,150
מרצדס,CLA,2023,1332,0,1,אוטומטית,לבן,חברה,299900,בנזין,136
אאודי,Q5,2021,1984,58376,3,אוטומטית,כסף מטלי,פרטי,267000,בנזין,265
הונדה,CR-V,2019,1498,87706,1,אוטומטית,לבן,חברה,129900,בנזין,192
פיג'ו,2008,2019,1199,107416,1,אוטומטית,אפור כהה,ליסינג,64488,בנזין,110
קיה,נירו,2021,1580,87134,1,אוטומטית,אפור,חברה,134096,חשמל/בנזין,141
טויוטה,קורולה,2019,1798,119160,1,אוטומטית,כסוף כהה מטלי,ליסינג,88400,בנזין,98
מיצובישי,אטראז,2020,1193,86835,1,אוטומטית,כסוף בהיר,ליסינג,69440,בנזין,80
יונדאי,טוסון,2020,1999,96960,1,אוטומטית,אפור,ליסינג,126025,בנזין,155
אאודי,A6,2019,1984,113325,1,אוטומטית,לבן,פרטי,231500,בנזין,245
יונדאי,אקסנט,2020,1591,57745,1,אוטומטית,כסף,ליסינג,100809,בנזין,123
קיה,פיקנטו,2020,1248,30680,1,אוטומטית,לבן,-,74895,בנזין,84
קיה,פיקנטו,2020,1248,68110,1,אוטומטית,כסף,השכרה,67643,בנזין,84
טסלה,מודל 3,2022,0,18662,1,אוטומטית,אפור כהה מטלי,השכרה,191000,חשמל,283
מיצובישי,אאוטלנדר,2020,1998,59287,1,אוטומטית,שחור,ליסינג,137996,בנזין,150
סיאט,ארונה,2020,999,110536,1,אוטומטית,שנהב לבן,ליסינג,84229,בנזין,115
פיג'ו,3008,2017,1560,70453,1,אוטומטית,זהב,חברה,97094,דיזל,120
ב מ וו,X5,2018,1997,62000,2,אוטומטית,שנהב לבן,פרטי,292000,חשמל/בנזין,245
סובארו,פורסטר,2019,2498,140820,1,אוטומטית,לבן,-,120900,בנזין,182
סובארו,XV,2019,1600,92550,1,אוטומטית,שנהב לבן,השכרה,97500,בנזין,114
שברולט,ספארק,2019,1399,68369,1,אוטומטית,כסף מטלי,-,67521,בנזין,98
קיה,ספורטאז,2020,1598,64000,1,אוטומטית,שחור,-,113900,דיזל,136
יונדאי,טוסון,2016,1999,99350,1,אוטומטית,אפור,חברה,93221,בנזין,155
סיטרואן,קקטוס,2017,1199,127000,2,ידנית,שנהב לבן,חברה,35000,בנזין,110
אם.ג'י - ‏MG,ZS,2021,0,29526,1,אוטומטית,תכלת,-,122900,חשמל,143
פולקסווגן,ID4,2023,0,0,1,אוטומטית,לבן,חברה,269900,חשמל,170
שברולט,טרייל בלייזר,2023,1341,0,1,אוטומטית,שחור מטלי,חברה,159900,בנזין,155
מיצובישי,אטראז,2016,1193,257440,1,אוטומטית,כסוף בהיר,ליסינג,31562,בנזין,80
קיה,ספורטאז,2020,1598,89413,1,אוטומטית,שנהב לבן,ליסינג,108700,דיזל,136
קיה,סלטוס,2020,1999,39500,1,אוטומטית,שחור,חברה,117000,בנזין,149
שברולט,ספארק,2019,1399,123235,1,אוטומטית,לבן,-,55171,בנזין,98
יונדאי,אקסנט,2020,1368,65865,1,אוטומטית,כסף,השכרה,78313,בנזין,100
יונדאי,קונה,2019,1591,59000,1,אוטומטית,אפור,פרטי,96000,בנזין,177
קיה,פיקנטו,2020,1248,82990,1,אוטומטית,כסף,השכרה,65115,בנזין,84
סקודה,קודיאק,2020,1498,81309,1,אוטומטית,אפור כהה,ליסינג,135227,בנזין,150
יונדאי,I20,2019,998,118000,1,אוטומטית,שנהב לבן,השכרה,70832,בנזין,100
סקודה,אוקטביה,2019,1498,86833,1,אוטומטית,שחור מטלי,ליסינג,102743,בנזין,150
אופל,אסטרה,2016,1364,199000,3,אוטומטית,אפור מטל,פרטי,29900,בנזין,140
סיאט,אטקה,2018,1395,52000,2,אוטומטית,אדום מטל,-,107500,בנזין,150
וולבו,S90,2018,1969,125000,1,אוטומטית,שחור מטלי,-,229000,חשמל/בנזין,407
סובארו,פורסטר,2020,2498,80550,1,אוטומטית,שנהב לבן,ליסינג,175000,בנזין,182
טויוטה,קורולה,2019,1798,98487,1,אוטומטית,שנהב לבן,ליסינג,111018,בנזין,98
קיה,פיקנטו,2020,1248,75998,1,אוטומטית,כסוף כהה,השכרה,65615,בנזין,84
מרצדס,CLA,2021,1332,22000,3,אוטומטית,שנהב לבן,פרטי,255000,בנזין,136
סקודה,קודיאק,2019,1984,89562,1,אוטומטית,אפור מטל,חברה,164000,בנזין,180
רנו,קליאו,2019,1461,104744,1,אוטומטית,שנהב לבן,חברה,68894,דיזל,90
וולבו,XC60,2021,1969,67037,1,אוטומטית,לבן,-,219900,בנזין,250
מאזדה,2,2019,1496,81836,1,אוטומטית,כסוף כהה,-,71200,בנזין,116
קיה,פיקנטו,2019,1248,93762,1,אוטומטית,לבן,-,70493,בנזין,84
יונדאי,I25,2018,1591,102388,2,אוטומטית,שחור,-,71900,בנזין,124
קיה,ספורטאז,2019,1598,85385,1,אוטומטית,לבן,-,110900,דיזל,136
פיג'ו,2008,2019,1199,117591,1,אוטומטית,לבן,-,61234,בנזין,110
קיה,פיקנטו,2020,1248,26046,2,אוטומטית,לבן,-,78900,בנזין,84
יונדאי,אקסנט,2020,1368,81799,1,אוטומטית,כסף,השכרה,87105,בנזין,100
יונדאי,I20,2020,998,84003,1,אוטומטית,שחור,ליסינג,81465,בנזין,100
סקודה,אוקטביה,2020,1498,94981,1,אוטומטית,שנהב לבן,חברה,115445,בנזין,150
סקודה,קודיאק,2020,1498,86275,1,אוטומטית,לבן,ליסינג,158528,בנזין,150
קיה,ספורטאז,2020,1591,87874,1,אוטומטית,כחול כהה,-,121900,בנזין,177
אאודי,Q7 ‏E-TRON,2018,2967,93000,1,אוטומטית,שחור מטלי,-,304300,חשמל/דיזל,374
אאודי,Q5,2013,1984,153000,2,אוטומטית,אפור כהה מטלי,-,60000,בנזין,225
סקודה,קודיאק,2019,1984,48000,1,אוטומטית,שחור,חברה,175800,בנזין,190
טויוטה,קורולה,2022,1798,10064,1,אוטומטית,תכלת מטאלי,פרטי,139900,בנזין,98
סובארו,XV,2019,1600,100180,1,אוטומטית,שנהב לבן,ליסינג,91099,בנזין,114
פיג'ו,2008,2020,1199,47159,1,אוטומטית,שחור,ליסינג,75407,בנזין,110
סקודה,אוקטביה,2018,1395,100505,1,אוטומטית,שחור מטלי,ליסינג,80300,בנזין,150
שברולט,ספארק,2020,1399,81283,1,אוטומטית,אפור מטל,השכרה,54197,בנזין,98
טויוטה,קורולה,2019,1798,97364,1,אוטומטית,שנהב לבן,ליסינג,101800,בנזין,98
קיה,פיקנטו,2021,1248,59796,1,אוטומטית,לבן,השכרה,73117,בנזין,84
מיצובישי,אאוטלנדר,2020,1998,94178,1,אוטומטית,שחור,-,130860,בנזין,150
ניסאן,קשקאי,2019,1332,52000,1,אוטומטית,כסף מטלי,חברה,131500,בנזין,160
קיה,ספורטאז,2021,1598,60853,1,אוטומטית,שחור,חברה,127785,דיזל,136
סקודה,קודיאק,2019,1498,139103,1,אוטומטית,אפור כהה,-,121358,בנזין,150
פורד,קוגה,2019,1498,107654,1,אוטומטית,שנהב לבן,ליסינג,87109,בנזין,175
סקודה,קודיאק,2018,1968,73550,1,אוטומטית,כסף מטלי,-,184900,דיזל,190
ב מ וו,X1,2019,1998,76700,1,אוטומטית,אפור בהיר מטלי,פרטי,195500,בנזין,192
פולקסווגן,פולו,2019,999,57000,1,אוטומטית,טורקיז כהה,חברה,83000,בנזין,95
קיה,ספורטאז,2019,1598,107115,1,אוטומטית,כסף,ליסינג,97608,דיזל,136
אאודי,A6,2019,1984,150000,1,אוטומטית,שנהב לבן,חברה,205000,בנזין,245
טויוטה,קורולה,2020,1798,95248,1,אוטומטית,כסף מטלי,ליסינג,103200,בנזין,98
סיאט,ארונה,2018,999,94482,1,אוטומטית,שנהב לבן,חברה,83403,בנזין,115
מיצובישי,אאוטלנדר,2018,1998,57300,1,אוטומטית,שחור,פרטי,119900,חשמל/בנזין,121
סיטרואן,C3,2019,1199,100773,1,אוטומטית,שנהב לבן,חברה,75732,בנזין,110
אאודי,A3,2022,1498,11500,2,אוטומטית,שנהב לבן,חברה,172000,בנזין,150
פיג'ו,3008,2019,1499,119597,1,אוטומטית,שחור,חברה,129231,דיזל,130
פיג'ו,3008,2020,1199,83280,1,אוטומטית,אפור כהה,-,101994,בנזין,130
שברולט,טראוורס,2014,3564,174000,2,אוטומטית,אפור כחול מטלי,-,59000,בנזין,281
